id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links
31253318,WA470,https://www.petfinder.com/cat/max-31253318/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Gray / Blue / Silver)', 'secondary': None, 'tertiary': None}",Young,Male,Large,Short,"{'spayed_neutered': False, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Max,Gigantic Max has huge paws and a huge head!  He&#039;s just a gentle giant.  Max was raised in a family...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/1/?bust=1421336506&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/1/?bust=1421336506&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/1/?bust=1421336506&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/1/?bust=1421336506'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/3/?bust=1422049335&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/3/?bust=1422049335&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/3/?bust=1422049335&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/3/?bust=1422049335'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31253318/2/?bust=1422049334'}",[],adopted,2015-02-01T01:00:37+0000,2015-01-15T15:41:46+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31253318'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31241784,WA433,https://www.petfinder.com/cat/demi-lovato-adopted-31241784/wa/redmond/motley-zoo-animal-rescue-wa433/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Black & White / Tuxedo', 'secondary': None, 'tertiary': None}",Adult,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Demi Lovato - ADOPTED!,"**ADOPTED** Thank you to everyone who wanted to provide Demi with a loving home! Unless otherwise requested, any adoption applications...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/2/?bust=1421224714&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/2/?bust=1421224714&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/2/?bust=1421224714&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/2/?bust=1421224714'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/3/?bust=1421224715&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/3/?bust=1421224715&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/3/?bust=1421224715&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/3/?bust=1421224715'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31241784/1/?bust=1421224714'}","[{'embed': '<iframe title=""Video"" src=""https://www.youtube.com/embed/1LHPK0CIh9I?enablejsapi=1"" frameborder=""0"" allowfullscreen></iframe>'}]",adopted,2015-02-03T11:22:18+0000,2015-01-14T08:38:21+0000,2.2642,"{'email': 'adopt@motleyzoo.org', 'phone': '(206) 453-8480', 'address': {'address1': None, 'address2': None, 'city': 'Redmond', 'state': 'WA', 'postcode': '98052', 'country': 'US'}}","{'self': {'href': '/v2/animals/31241784'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa433'}}"
31221089,WA470,https://www.petfinder.com/cat/noah-31221089/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Himalayan', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Chocolate Point', 'secondary': None, 'tertiary': None}",Adult,Male,Extra Large,Long,"{'spayed_neutered': False, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Noah,"Noah is a very large, 4 year old Himalayan.  He just arrived at our shelter and is very calm.  

The...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/1/?bust=1420990525&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/1/?bust=1420990525&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/1/?bust=1420990525&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/1/?bust=1420990525'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/3/?bust=1420990526&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/3/?bust=1420990526&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/3/?bust=1420990526&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/3/?bust=1420990526'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221089/2/?bust=1420990525'}",[],adopted,2015-01-31T11:54:16+0000,2015-01-11T12:47:02+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31221089'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31221069,WA470,https://www.petfinder.com/cat/simone-31221069/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Siamese', 'secondary': 'Domestic Short Hair', 'mixed': True, 'unknown': False}","{'primary': 'Seal Point', 'secondary': None, 'tertiary': None}",Adult,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': False, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Simone,"Simone is a lovely, sweet girl who was found wandering a neighborhood.  She was obviously an indoor kitty and moved...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221069/1/?bust=1421336275'}",[],adopted,2015-01-29T12:24:38+0000,2015-01-11T12:42:04+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31221069'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31221046,WA470,https://www.petfinder.com/cat/thor-31221046/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tabby (Tiger Striped)', 'secondary': None, 'tertiary': None}",Baby,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Thor,"Thor is an 8 month old, active kitten who can take time to cuddle in between chasing toys!  He is...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/2/?bust=1420979782&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/2/?bust=1420979782&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/2/?bust=1420979782&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/2/?bust=1420979782'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31221046/1/?bust=1420979782'}",[],adopted,2015-01-17T22:46:37+0000,2015-01-11T12:36:21+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31221046'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31220880,WA470,https://www.petfinder.com/cat/cookies-and-cream-31220880/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'White', 'secondary': 'Black', 'tertiary': None}",Adult,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Cookies and Cream,Cookies and Cream was dropped off at our shelter door one night without even a note to tell us his...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/2/?bust=1420978258&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/2/?bust=1420978258&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/2/?bust=1420978258&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/2/?bust=1420978258'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220880/1/?bust=1420978257'}",[],adopted,2015-02-17T23:29:55+0000,2015-01-11T12:10:57+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31220880'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31220771,WA470,https://www.petfinder.com/cat/spencer-31220771/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Black', 'secondary': 'White', 'tertiary': None}",Baby,Male,Medium,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Spencer,"Sweet Spencer is looking for a home!  He is the most loving, gentle little kitten you will ever meet.  Spencer...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220771/1/?bust=1420977422'}",[],adopted,2015-01-14T21:45:15+0000,2015-01-11T11:57:02+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31220771'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31220699,WA470,https://www.petfinder.com/cat/safari-31220699/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Long Hair', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Tortoiseshell', 'secondary': None, 'tertiary': None}",Young,Female,Medium,Long,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Safari,"Beautiful Safari is a loving, affectionate, gentle kitty.  She has always been indoors and treated well.  Her former owner reported...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220699/1/?bust=1420976336'}",[],adopted,2015-01-20T20:49:12+0000,2015-01-11T11:38:56+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31220699'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31220631,WA470,https://www.petfinder.com/cat/dexter-31220631/wa/puyallup/sunny-skys-animal-rescue-wa470/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Ragdoll', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Seal Point', 'secondary': 'White', 'tertiary': None}",Adult,Male,Extra Large,Long,"{'spayed_neutered': True, 'house_trained': True, 'declawed': True, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Dexter,"Dexter is a stunningly beautiful 9 year old Ragdoll kitty.  He is huge, over 19 pounds!.  Dexter has been an...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/1/?bust=1420975515&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/1/?bust=1420975515&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/1/?bust=1420975515&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/1/?bust=1420975515'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/3/?bust=1420988699&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/3/?bust=1420988699&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/3/?bust=1420988699&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/3/?bust=1420988699'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31220631/2/?bust=1420988699'}",[],adopted,2015-01-24T19:49:51+0000,2015-01-11T11:25:15+0000,8.4293,"{'email': 'info@sunnyskysshelter.org', 'phone': None, 'address': {'address1': '1102 E. Main Ave', 'address2': None, 'city': 'Puyallup', 'state': 'WA', 'postcode': '98372', 'country': 'US'}}","{'self': {'href': '/v2/animals/31220631'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa470'}}"
31212353,WA433,https://www.petfinder.com/cat/piper-perabo-adopted-31212353/wa/redmond/motley-zoo-animal-rescue-wa433/?referrer_id=9af86a2f-a205-4687-8203-bf7f8bda3681,Cat,Cat,"{'primary': 'Domestic Short Hair', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Tortoiseshell', 'secondary': None, 'tertiary': None}",Adult,Female,Small,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': False, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Piper Perabo - ADOPTED!,"**ADOPTED**

 Visit Piper Perabo on YouTube at: http://youtu.be/4WDuGlg7ruA

 NAME: Piper Perabo
 AGE/GENDER: ~ 3 years, Female
 BREED/HAIR LENGTH: Domestic Short...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/2/?bust=1420845214&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/2/?bust=1420845214&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/2/?bust=1420845214&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/2/?bust=1420845214'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/3/?bust=1420845214&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/3/?bust=1420845214&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/3/?bust=1420845214&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/3/?bust=1420845214'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/31212353/1/?bust=1420845213'}","[{'embed': '<iframe title=""Video"" src=""https://www.youtube.com/embed/4WDuGlg7ruA?enablejsapi=1"" frameborder=""0"" allowfullscreen></iframe>'}]",adopted,2015-02-12T15:32:07+0000,2015-01-09T23:13:20+0000,2.2642,"{'email': 'adopt@motleyzoo.org', 'phone': '(206) 453-8480', 'address': {'address1': None, 'address2': None, 'city': 'Redmond', 'state': 'WA', 'postcode': '98052', 'country': 'US'}}","{'self': {'href': '/v2/animals/31212353'}, 'type': {'href': '/v2/types/cat'}, 'organization': {'href': '/v2/organizations/wa433'}}"
